phone_number,name,age,international_plan,voice_mail_plan,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
329-9517,Randell,25,0,1,47,27,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0
415-9553,Mable,36,0,1,59,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0
413-3177,Otis,24,0,0,151,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0
347-5113,Mackenzie,24,0,0,129,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3,1,0
330-2662,Kaley,34,0,1,107,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0
330-5824,Laurence,23,1,0,137,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1
411-1261,Queen,33,0,0,76,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0
329-8788,Velia,32,0,0,24,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0
333-7869,Kendall,32,0,0,169,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7,2,0
399-4800,Muriel,32,0,0,30,0,54,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0
402-2072,Elias,31,0,0,70,0,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0
403-6187,Jefferey,30,1,0,52,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,0,1
355-2872,Madlyn,29,0,0,3,0,139,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0
386-2970,Roseline,40,0,0,38,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,0
389-6081,Malika,35,0,0,104,0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3,0
348-7556,Leo,32,0,0,27,0,82.6,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0
334-9163,Etha,39,1,1,166,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0
411-4293,Lolita,31,0,0,13,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0
375-5562,Isiah,29,0,0,52,0,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0
386-3823,Sam,34,0,1,114,25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0
364-6445,Lurlene,26,0,0,156,0,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95,1,0
383-2251,Diedre,34,0,1,90,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0,0
351-3169,Tameka,22,0,0,62,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0
413-6380,Criselda,25,0,1,82,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,2,0
380-9674,Margaretta,33,0,0,52,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0
345-2319,Amal,39,0,0,146,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0
377-5441,Merle,21,0,1,120,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0
358-3692,Dillon,36,0,0,130,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1
400-5831,Johnathan,32,0,0,90,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0
357-5995,Filiberto,25,1,0,147,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,1,0
391-2159,Kandace,32,0,0,159,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1
398-5954,Genie,40,0,1,74,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0
385-6175,Lorrine,27,0,0,130,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0
334-2961,Daren,22,1,0,155,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0
405-4303,Mario,40,0,0,87,0,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0
406-4100,Annemarie,26,0,0,81,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1
352-4401,Desmond,31,0,0,99,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0
347-1473,Marguerite,29,0,0,131,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0
347-2016,Neely,40,0,0,89,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1
388-8948,Rufus,28,1,0,123,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1
402-5509,Harriette,23,0,1,130,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1,0
367-2598,Selma,23,0,0,99,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0
370-5001,Kristina,34,0,0,36,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0
332-3693,Candice,36,0,0,87,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0
403-9766,Albina,39,0,0,139,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0
363-2407,Cathey,20,0,0,189,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0
395-9214,Harold,30,0,1,96,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,0
351-8894,Martine,38,0,0,112,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0
406-5003,Marshall,40,0,0,75,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86,1,0
398-1332,Anjelica,36,0,1,178,35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0
363-8033,Allyson,39,0,0,112,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1
333-1012,Dionna,20,0,1,108,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0
391-6260,Reanna,38,0,0,100,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0,0
336-1353,Tu,33,0,1,121,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,0
365-5629,Dena,32,0,0,116,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,1,0
349-4397,Julene,26,0,0,161,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0
380-3910,Colby,35,1,0,19,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0
354-7820,Johnna,37,0,0,104,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0
338-9952,January,20,1,1,119,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0
405-1821,Lorelei,33,0,0,125,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16,0,0
329-8669,George,29,0,0,156,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0
328-8808,Maida,29,0,0,109,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2,0
409-3018,Joetta,28,0,0,95,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0
421-5994,Nichol,33,0,0,90,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0
354-4448,Dollie,33,0,1,105,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0
352-5081,Sueann,22,0,0,101,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,0
401-7803,Dewitt,25,0,0,95,0,149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,1,0
420-6052,Maryjane,39,0,0,123,0,204.4,88,34.75,137.5,111,11.69,226,100,10.17,10,4,2.7,0,0
352-6084,Nisha,33,0,0,160,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0
388-8583,Gary,25,0,1,141,28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,1,0
415-3158,Patti,22,0,0,87,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0
402-9304,Lindy,33,0,0,81,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0
341-1916,Janel,36,0,1,75,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0
381-2745,Brad,29,0,1,126,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0
402-5014,Isaias,29,0,0,28,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0
399-8846,Bernetta,38,0,0,153,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0
328-9267,Lavada,33,0,1,97,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1
348-7224,Jame,25,0,0,115,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,2,0
336-2190,Janie,33,0,0,95,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1,0
376-4705,Eldon,25,1,0,17,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1
381-4076,Latosha,20,0,1,105,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0
348-8464,Edwardo,38,0,0,121,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,0
412-7020,Celinda,21,0,0,125,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0
386-8432,Bethany,20,0,0,124,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0
337-1802,Nila,32,0,0,35,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,0
366-1084,Ronnie,31,0,0,134,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1
352-4182,Lupe,33,0,1,123,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0
368-5628,Leland,20,0,0,124,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0
333-8996,Magaly,38,0,0,133,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0
353-2557,Arie,30,0,1,185,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,0
356-8621,Andy,32,0,1,1,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1,0
354-6942,Zachariah,22,0,0,107,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0
377-9829,Paul,40,0,1,91,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0
348-4660,Lizabeth,30,1,0,178,0,124.5,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08,2,1
410-5199,Nadene,35,0,0,123,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0
397-6542,Jaleesa,33,0,0,170,0,285.7,44,48.57,167.5,144,14.24,260,97,11.7,8.7,4,2.35,1,1
333-4492,Teena,29,0,0,135,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0
405-9573,Arnoldo,35,0,0,85,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,0
359-7255,Shannan,22,0,1,134,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,2,0
419-5501,Lasonya,38,0,1,148,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1,0
404-4809,Courtney,37,0,0,93,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,1
344-6334,Lynetta,21,0,0,138,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,0
400-1899,Salina,35,0,0,159,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0,0
346-5053,Aida,33,0,1,103,34,138.8,80,23.6,142,108,12.07,183.8,77,8.27,11.8,7,3.19,1,0
398-2148,Devon,38,0,1,150,27,209.8,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0
347-7675,Keith,22,0,0,37,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0
411-8956,Crystal,40,1,0,33,0,164,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,0
390-3761,Jeanette,38,0,0,55,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0
377-3876,Fredericka,35,0,1,134,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,0
345-2476,Tama,34,0,0,107,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0
337-7879,Mallie,22,0,1,80,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,0
361-7283,Nichelle,20,0,0,78,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,1
372-4868,Drucilla,40,0,1,85,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,1
346-8863,Phylis,27,0,1,61,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10,3,2.7,2,0
390-5267,Ginger,33,0,1,97,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,0
392-1547,Corie,36,1,0,136,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,0
340-8177,Johnson,23,0,0,135,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0
383-4802,Stacy,21,0,1,87,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0,0,0,1,0
378-8567,Jerome,30,0,0,165,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,0
406-7844,Wilbur,20,0,0,148,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,1
402-9173,Manual,34,0,0,99,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,0
352-3440,Sally,36,0,0,123,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,0
363-1413,Merissa,32,1,0,127,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13,3,3.51,1,0
394-8861,Crystle,37,0,0,151,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,0
358-4036,Jaimie,24,0,0,185,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,0
392-4680,Irena,23,0,1,65,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,0
354-2762,Caren,38,0,0,58,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,0
371-5811,Maurice,21,0,0,104,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,0
387-2014,Jolyn,30,0,0,44,0,202.6,89,34.44,163,96,13.86,268.1,151,12.06,8.3,3,2.24,0,0
411-6598,Talitha,21,0,0,58,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0,0,0,4,0
355-9356,Darline,27,0,0,108,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,0
406-4720,Arlean,25,0,0,132,0,121.5,88,20.66,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,0
356-7239,Georgianne,28,0,0,80,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0
328-8747,Jeanne,39,0,0,162,0,135.2,98,22.98,242,107,20.57,246.9,96,11.11,10.2,2,2.75,2,0
388-9464,Tonya,40,0,0,110,0,99.4,62,16.9,275,86,23.38,212.1,94,9.54,16.7,3,4.51,2,0
406-2866,Simona,24,0,0,96,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,1
333-5729,Loura,22,0,0,168,0,163.4,134,27.78,240.1,87,20.41,164,147,7.38,11.6,2,3.13,2,1
391-1499,Concetta,38,0,0,72,0,287.4,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35,4,1
386-8690,Shayne,24,0,1,125,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,0
391-2231,Kum,37,0,0,170,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,0
332-2275,Margene,35,0,0,71,0,185,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,0
340-4028,Bernice,32,0,0,124,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0
363-3486,Elsie,34,0,0,68,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,0
418-3181,Katrina,34,0,0,97,0,209.2,134,35.56,0,0,0,175.4,94,7.89,11.8,6,3.19,1,0
351-3316,Man,38,1,0,98,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,0
369-3626,Jonell,36,0,0,24,0,149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2,1
353-2763,Jacquelynn,27,0,0,136,0,204.5,63,34.77,208.8,95,17.75,224,119,10.08,9.8,2,2.65,0,0
358-7165,Gilda,32,0,0,44,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,1
353-3223,Kimberli,24,0,1,96,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,0
338-9044,Juana,20,0,0,31,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7,5,1.89,1,0
341-7296,Nada,30,0,0,72,0,166.5,102,28.31,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,0
398-4431,Lester,39,0,0,24,0,156.2,104,26.55,90,101,7.65,205.1,116,9.23,7.3,5,1.97,1,0
408-5601,Corrine,38,0,1,112,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0
328-5188,Ike,37,1,0,117,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10,3,2.7,1,1
329-4474,Rodney,32,0,1,137,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0
357-4573,Lionel,39,0,0,136,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,0
341-7112,Mindi,23,0,0,95,0,157.9,103,26.84,259.6,90,22.07,230,117,10.35,14,2,3.78,0,0
400-3147,Tiny,32,0,1,82,19,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,0
378-1936,Annett,38,0,0,145,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9,13,2.43,1,1
347-1640,Hester,37,1,0,56,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,0
374-9531,Tanya,28,1,0,155,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10,5,2.7,2,0
380-4374,Keely,34,0,0,133,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,1
380-9409,Stephani,31,0,0,53,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,0
387-1116,Kathleen,37,0,0,123,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,1
400-7509,Demetrice,38,0,0,136,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0
403-6225,Brooke,32,0,0,57,0,161,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,0
382-8274,Galina,22,0,0,62,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0
354-5764,Rosalind,38,0,0,112,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,0
387-6912,Ileana,25,0,1,55,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0
384-3413,An,36,0,0,95,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,1
367-3950,Tam,29,0,0,125,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,0
396-4254,Denita,22,0,0,1,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,1
333-3010,Elsa,27,0,1,98,36,168,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16,6,1
393-1891,Cyrus,32,0,0,105,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,0
336-9053,Virgilio,22,0,1,113,30,183.8,102,31.25,183.4,123,15.59,235,52,10.58,11.6,7,3.13,0,0
353-3372,Bonny,26,0,0,99,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1
386-8943,Ayanna,21,0,0,103,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,0
376-9716,Walter,33,0,0,177,0,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,0
370-8676,Delisa,30,0,1,149,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,0
360-2329,Doyle,28,0,0,160,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,1
360-1320,Woodrow,34,0,0,116,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,0
329-8638,Meredith,32,0,1,90,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10,6.4,12,1.73,1,0
385-1118,Cyndy,22,1,0,148,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,1
408-8269,Lise,31,0,1,147,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1
391-2334,Roseann,34,0,0,95,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0
373-8900,Mozell,20,0,0,201,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,0
382-3512,Dusty,40,0,0,80,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,0
420-4089,Rana,36,1,0,122,0,146.3,117,24.87,218.7,93,18.59,236,97,10.62,11.5,5,3.11,1,0
406-8465,Roy,29,0,0,132,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0
386-6114,Ashly,25,0,0,83,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13,5,3.51,1,0
413-9328,Alexis,26,0,0,99,0,135.7,107,23.07,208.4,103,17.71,209,95,9.4,8.8,3,2.38,7,1
335-7144,Oretha,39,0,0,84,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,1
414-5177,Beryl,20,0,0,46,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,0
350-5993,Tona,28,0,0,87,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0
370-1465,Shelli,29,0,0,150,0,214,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,0
385-2370,Shaina,37,0,0,73,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0
358-9146,Aracely,32,0,0,7,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11,5,2.97,3,0
357-8515,Ema,23,0,1,89,12,188,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0
406-8995,Megan,34,1,0,131,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,1
344-3145,Angelita,20,0,0,105,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12,5,3.24,3,0
341-9890,Jan,34,1,0,108,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,1
365-4387,Kerry,34,0,1,47,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,0
375-3341,Roxanna,22,1,0,101,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,0
418-3096,Sung,37,0,1,182,24,128.1,104,21.78,143.4,127,12.19,191,98,8.59,11.6,3,3.13,1,0
378-3879,Tomas,24,0,0,161,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,0
344-1362,Carl,26,0,0,128,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,1
419-3937,Leonie,35,0,1,69,31,194.9,63,33.13,191.6,90,16.29,153,129,6.89,13.2,2,3.56,2,0
348-4961,Leta,40,0,1,113,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,0
329-1410,Tyisha,24,0,1,87,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,0
332-9896,Sondra,26,0,0,71,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0
407-8575,Alia,28,0,0,76,0,204,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0
387-2799,Elane,36,0,0,87,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0
373-9108,Roma,28,0,0,117,0,119,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,0
345-3947,Hailey,39,0,0,177,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,1
356-7511,Penni,30,0,0,95,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,0
343-4516,Chad,25,0,0,76,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,0
408-6305,Cori,35,0,0,66,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,0
338-7305,Scot,24,0,0,110,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0
401-3077,Kimberly,25,0,0,204,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,0
401-6977,Toya,33,0,1,32,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13,2,3.51,0,0
